,Datetime,Tweet Id,Text,Username
88,2023-02-19 06:56:33+00:00,1627200446426390529,"Soal Cawapres, Prabowo Ingatkan Cak Imin Soal Kesepakatan Koalisi Gerindra dan PKB - Victory News - Victory News https://t.co/o12vO8QJ4E #BangkitBersama #IndonesiaKuat",andyyusuf22
89,2023-02-19 06:53:10+00:00,1627199595817357312,DPD Ikatan Mahasiswa Muhammadiyah DKI Bedah Buku Cak Imin di UMJ - Universitas Muhammadiyah Jakarta https://t.co/pnDqYC9XZ6 #IndonesiaKuat #BangkitBersama,Disuruh_Iben
90,2023-02-19 06:53:09+00:00,1627199593913147393,PKB Tak Khawatir Prabowo Gandeng Khofifah: Belum Ada Opsi Lain Selain Cak Imin - https://t.co/tZkdvHP9de - https://t.co/tZkdvHP9de https://t.co/rENLxI3dPf #IndonesiaKuat #BangkitBersama,haelamarie
91,2023-02-19 06:51:48+00:00,1627199252375150592,"Tertuang di perjanjian tersebut, capres dan cawapres akan ditentukan secara bersamaan oleh Prabowo dan Cak Imin.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Aja",arifstria4
92,2023-02-19 06:37:24+00:00,1627195628173553664,@mohmahfudmd Pak....tolong majulah sebagai capres...kalo bisa pake partai PKB...PKB seperti kehilangan arah tujuan &amp; tak tahu mau kemana semenjak cak imin disana,NordickVv
93,2023-02-19 06:29:44+00:00,1627193700278231040,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/DjpBvfpKYi,ahmadhellishfau
94,2023-02-19 06:21:30+00:00,1627191626178392064,"Dibubarkan Banser, Cak Imin Pernah Hadiri Pengajian Ustadz Hanan Attaki
https://t.co/6k1tgtoBGy",habib_syechrell
95,2023-02-19 05:29:26+00:00,1627178523625508865,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/57gK6bCMU2,ahmadhellishfau
96,2023-02-19 04:56:19+00:00,1627170190181154818,@geloraco Pak prabowo pikir keras jika harus cak imin wapres basis pendukungnya pkb sangat terbatas tidak semua NU dukung PKB kecuali jika tidak punya dosa ndepak gusdur pkb bisa jaya,OmHardiman
97,2023-02-19 04:54:54+00:00,1627169835967971329,today i learn muhaimin iskandar kalau di depok namanya jadi gus muhaimin bukan cak imin,dwikiaprinaldi
98,2023-02-19 04:29:18+00:00,1627163390438256642,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/Tfq6KcjVOL,ahmadhellishfau
99,2023-02-19 03:53:39+00:00,1627154421598801920,"Dikala Jokowi Endorse Menhan, Prabowo-Sandi Jilid 2 Terulang di Pilpres 2024, Khofifah dan Cak Imin? https://t.co/bTJJypPjgo",PalopoJurnal
100,2023-02-19 03:53:35+00:00,1627154403634589696,"Cak Imin Tak Hadiri Satu Abad NU di Sidoarjo, PKB: Terjebak Macet - SINDOnews Nasional https://t.co/ewoTw92MDn #IndonesiaKuat #BangkitBersama",Disuruh_Iben
101,2023-02-19 03:53:34+00:00,1627154398328811522,Airlangga dan Cak Imin Buka Peluang Lebur KIB &amp; KIR Jadi Satu Koalisi - CNN Indonesia https://t.co/xuJCc4B0us #IndonesiaKuat #BangkitBersama,Disuruh_Iben
102,2023-02-19 03:53:33+00:00,1627154394545528832,"Dikala Jokowi Endorse Menhan, Prabowo-Sandi Jilid 2 Terulang di Pilpres 2024, Khofifah dan Cak Imin? https://t.co/ackf0DAe5w",palopoleaks
103,2023-02-19 03:53:33+00:00,1627154392972693508,Cak Imin: Koalisi PKB dan Partai Gerindra di Pilpres 2024 cetak sejarah baru - ANTARA Megapolitan https://t.co/1nHLwob8yn #IndonesiaKuat #BangkitBersama,Disuruh_Iben
104,2023-02-19 03:49:57+00:00,1627153489150500865,"Cak Imin dan PKB Kirim Bantuan untuk Korban Gempa Turki, Adana Jadi Fokus https://t.co/nxYkUGlPvL",NingF1tricenter
105,2023-02-19 03:26:29+00:00,1627147585420152837,"@Jhonkosmik Prabowo nggak, ARB gak, Ganjar juga nggak.... jadi jagoannya adalah... Erick atau Puan atau Cak Imin...",putra_poerba
106,2023-02-19 03:18:29+00:00,1627145568664555520,@Jhonkosmik Terus pak timbul sama cak Imin dimana?,Selo57550672
107,2023-02-19 02:21:12+00:00,1627131153252753409,@AfifFuadS @DPP_PKB @cakimiNOW Jare mbah GusDur PKB dipek cak imin apalagi cuman foto 🤣,murtadho_ma
108,2023-02-19 02:02:24+00:00,1627126421176061953,"Cak Imin dan PKB Kirim Bantuan untuk Korban Gempa Turki, Adana Jadi Fokus https://t.co/XEwm8A5Dyn",aidafitriat1
109,2023-02-19 01:11:20+00:00,1627113573788061696,"@OposisiCerdas Cak Imin?
Seperti layangan putus..",DuniaFana251071
110,2023-02-19 00:54:25+00:00,1627109313033670657,@OposisiCerdas Cak imin 😭,missamiyaa
111,2023-02-19 00:53:11+00:00,1627109003833774081,Sejumlah Kepala Daerah di Jatim Dukung Cak Imin Capres 2024 - CNN Indonesia https://t.co/EqKqQ1wRVD #IndonesiaKuat #BangkitBersama,Disuruh_Iben
112,2023-02-19 00:53:10+00:00,1627108998544785408,PKB Monopoli NU? Begini Jawaban Cak Imin - https://t.co/XyRg6gsE1C https://t.co/93mBnpkT5R #IndonesiaKuat #BangkitBersama,Disuruh_Iben
113,2023-02-18 23:27:43+00:00,1627087495082160128,@Brigade01Arwan1 @cakimiNOW Amiin....semoga Cak Imin jadi Presiden RI penerus Alm. Gusdur,siregarmahmudy9
114,2023-02-18 23:23:32+00:00,1627086442408337412,"@OposisiCerdas Gak kaget polang sapi, blatik sapi manuver ,,, dan orang2 disekelilingnya sudah nyaman pasti senang aja polah tingkah blantika sapi,,, cak imin",jurnalistpemula
115,2023-02-18 22:42:46+00:00,1627076182171860994,@republikaonline Serangan ke PKB Cak Imin nich...,Emerald72063957
116,2023-02-18 19:07:04+00:00,1627021900886183937,@OposisiCerdas Cak Imin Pie ???,Muis____
117,2023-02-18 18:54:34+00:00,1627018755372089344,"Bertemu Airlangga, Cak Imin: Kita Ingin Pemerintahan Ini Benar-benar Produktif hingga Akhir Periode - https://t.co/jdGJZgaaH0 - Nasional https://t.co/jdGJZgaaH0 https://t.co/WNzsixTs18 #IndonesiaKuat #BangkitBersama",Disuruh_Iben
